"checkStatus","memo","campaignId","campaign","displayNo","number","code","id","name","category","price","exchange","effect","effectVariants","sourceAnchor"
"","","is2_phantom","IS#2 ファントムと緋き貴石","47","47","","is2_phantom_relic_047","奇妙なぐるぐるお面","No.045〜092 闘争の爪牙","12","","敵全員の攻撃力-12%","","No47"
"","","is2_phantom","IS#2 ファントムと緋き貴石","48","48","","is2_phantom_relic_048","教母の印","No.045〜092 闘争の爪牙","-","","敵全員の攻撃力-17%","","No48"
"","","is2_phantom","IS#2 ファントムと緋き貴石","49","49","","is2_phantom_relic_049","古びた写真","No.045〜092 闘争の爪牙","8","","敵全員の防御力-12%","","No49"
"","","is2_phantom","IS#2 ファントムと緋き貴石","50","50","","is2_phantom_relic_050","劇作家の喉舌","No.045〜092 闘争の爪牙","12","","敵全員の防御力-21%","","No50"
"","","is2_phantom","IS#2 ファントムと緋き貴石","51","51","","is2_phantom_relic_051","ロスモンティスの抱擁","No.045〜092 闘争の爪牙","-","","敵全員の防御力-30%","","No51"
"","","is2_phantom","IS#2 ファントムと緋き貴石","52","52","","is2_phantom_relic_052","「闇に囁くもの」","No.045〜092 闘争の爪牙","8","","敵全員の最大HP-10%","","No52"
"","","is2_phantom","IS#2 ファントムと緋き貴石","53","53","","is2_phantom_relic_053","金張りのサイコロ","No.045〜092 闘争の爪牙","12","","敵全員の最大HP-15%","","No53"
"","","is2_phantom","IS#2 ファントムと緋き貴石","54","54","","is2_phantom_relic_054","『大いなる静謐』","No.045〜092 闘争の爪牙","-","","敵全員の最大HP-20%","","No54"
"","","is2_phantom","IS#2 ファントムと緋き貴石","55","55","","is2_phantom_relic_055","異鉄のバックラー","No.045〜092 闘争の爪牙","8","","味方全員の防御力+15%","","No55"
"","","is2_phantom","IS#2 ファントムと緋き貴石","56","56","","is2_phantom_relic_056","ガリアンミラーアーマー","No.045〜092 闘争の爪牙","12","","味方全員の防御力+25%","","No56"
"","","is2_phantom","IS#2 ファントムと緋き貴石","57","57","","is2_phantom_relic_057","古びた蒸気甲冑","No.045〜092 闘争の爪牙","-","","味方全員の防御力+35%","","No57"
"","","is2_phantom","IS#2 ファントムと緋き貴石","58","58","","is2_phantom_relic_058","皇帝の恩寵","No.045〜092 闘争の爪牙","8","","味方の近距離ユニットの攻撃力+15%","","No58"
"","","is2_phantom","IS#2 ファントムと緋き貴石","59","59","","is2_phantom_relic_059","貴族のレイピア","No.045〜092 闘争の爪牙","12","","味方の近距離ユニットの攻撃力+25%","","No59"
"","","is2_phantom","IS#2 ファントムと緋き貴石","60","60","","is2_phantom_relic_060","古参近衛隊の戦刃","No.045〜092 闘争の爪牙","-","","味方の近距離ユニットの攻撃力+35%","","No60"
"","","is2_phantom","IS#2 ファントムと緋き貴石","61","61","","is2_phantom_relic_061","聖なるペンダント","No.045〜092 闘争の爪牙","8","","味方の遠距離ユニットの攻撃力+15%","","No61"
"","","is2_phantom","IS#2 ファントムと緋き貴石","62","62","","is2_phantom_relic_062","銀のフォーク","No.045〜092 闘争の爪牙","12","","味方の遠距離ユニットの攻撃力+25%","","No62"
"","","is2_phantom","IS#2 ファントムと緋き貴石","63","63","","is2_phantom_relic_063","壊れた弾倉","No.045〜092 闘争の爪牙","-","","味方の遠距離ユニットの攻撃力+35%","","No63"
"","","is2_phantom","IS#2 ファントムと緋き貴石","64","64","","is2_phantom_relic_064","鼻が曲がる止血剤","No.045〜092 闘争の爪牙","8","","味方全員の最大HP+20%","","No64"
"","","is2_phantom","IS#2 ファントムと緋き貴石","65","65","","is2_phantom_relic_065","救急箱","No.045〜092 闘争の爪牙","12","","味方全員の最大HP+35%","","No65"
"","","is2_phantom","IS#2 ファントムと緋き貴石","66","66","","is2_phantom_relic_066","未知なる計器","No.045〜092 闘争の爪牙","-","","味方全員の最大HP+50%","","No66"
"","","is2_phantom","IS#2 ファントムと緋き貴石","67","67","","is2_phantom_relic_067","錆びた替刃","No.045〜092 闘争の爪牙","8","","敵が受ける物理ダメージ+15%","","No67"
"","","is2_phantom","IS#2 ファントムと緋き貴石","68","68","","is2_phantom_relic_068","御者の長鞭","No.045〜092 闘争の爪牙","12","","敵が受ける物理ダメージ+25%","","No68"
"","","is2_phantom","IS#2 ファントムと緋き貴石","69","69","","is2_phantom_relic_069","「アベンジャー」","No.045〜092 闘争の爪牙","-","","敵が受ける物理ダメージ+35%","","No69"
"","","is2_phantom","IS#2 ファントムと緋き貴石","70","70","","is2_phantom_relic_070","制式鎮圧用装備","No.045〜092 闘争の爪牙","8","","敵が受ける術ダメージ+20%","","No70"
"","","is2_phantom","IS#2 ファントムと緋き貴石","71","71","","is2_phantom_relic_071","皇帝の蒐集品","No.045〜092 闘争の爪牙","12","","敵が受ける術ダメージ+30%","","No71"
"","","is2_phantom","IS#2 ファントムと緋き貴石","72","72","","is2_phantom_relic_072","「きらめく悲泣」","No.045〜092 闘争の爪牙","-","","敵が受ける術ダメージ+40%","","No72"
"","","is2_phantom","IS#2 ファントムと緋き貴石","73","73","","is2_phantom_relic_073","生けるバラ","No.045〜092 闘争の爪牙","8","","味方全員が受ける治療とHP回復効果+20%","","No73"
"","","is2_phantom","IS#2 ファントムと緋き貴石","74","74","","is2_phantom_relic_074","蒼白き花冠","No.045〜092 闘争の爪牙","12","","味方全員が受ける治療とHP回復効果+30%","","No74"
"","","is2_phantom","IS#2 ファントムと緋き貴石","75","75","","is2_phantom_relic_075","ステージ用香水","No.045〜092 闘争の爪牙","12","","味方全員が1秒につき最大HPの1%のHPを回復","","No75"
"","","is2_phantom","IS#2 ファントムと緋き貴石","76","76","","is2_phantom_relic_076","鎧職人の定規","No.045〜092 闘争の爪牙","8","","味方全員の物理回避+15%","","No76"
"","","is2_phantom","IS#2 ファントムと緋き貴石","77","77","","is2_phantom_relic_077","「アーツジャマー」","No.045〜092 闘争の爪牙","8","","味方全員の術回避+15%","","No77"
"","","is2_phantom","IS#2 ファントムと緋き貴石","78","78","","is2_phantom_relic_078","踊り子のブレスレット","No.045〜092 闘争の爪牙","12","","味方全員の物理回避と術回避+10%","","No78"
"","","is2_phantom","IS#2 ファントムと緋き貴石","79","79","","is2_phantom_relic_079","ウルサスフリエーブ","No.045〜092 闘争の爪牙","8","","編成上限+1","","No79"
"","","is2_phantom","IS#2 ファントムと緋き貴石","80","80","","is2_phantom_relic_080","苦行者のシュー","No.045〜092 闘争の爪牙","8","","編成上限+1","","No80"
"","","is2_phantom","IS#2 ファントムと緋き貴石","81","81","","is2_phantom_relic_081","堅いバゲット","No.045〜092 闘争の爪牙","8","","編成上限+1","","No81"
"","","is2_phantom","IS#2 ファントムと緋き貴石","82","82","","is2_phantom_relic_082","試作チョコ","No.045〜092 闘争の爪牙","12","","編成上限+2","","No82"
"","","is2_phantom","IS#2 ファントムと緋き貴石","83","83","","is2_phantom_relic_083","マカロン","No.045〜092 闘争の爪牙","12","","編成上限+2","","No83"
"","","is2_phantom","IS#2 ファントムと緋き貴石","84","84","","is2_phantom_relic_084","ヴィクトリアケーキ","No.045〜092 闘争の爪牙","16","","編成上限+3","","No84"
"","","is2_phantom","IS#2 ファントムと緋き貴石","85","85","","is2_phantom_relic_085","道案内の地図","No.045〜092 闘争の爪牙","8","","同時配置可能人数+1","","No85"
"","","is2_phantom","IS#2 ファントムと緋き貴石","86","86","","is2_phantom_relic_086","暗いランタン","No.045〜092 闘争の爪牙","8","","同時配置可能人数+1","","No86"
"","","is2_phantom","IS#2 ファントムと緋き貴石","87","87","","is2_phantom_relic_087","真鍮のコンパス","No.045〜092 闘争の爪牙","12","","同時配置可能人数+2","","No87"
"","","is2_phantom","IS#2 ファントムと緋き貴石","88","88","","is2_phantom_relic_088","破損したマスク","No.045〜092 闘争の爪牙","12","","同時配置可能人数+2","","No88"
"","","is2_phantom","IS#2 ファントムと緋き貴石","89","89","","is2_phantom_relic_089","白紙の名刺","No.045〜092 闘争の爪牙","12","","編成上限+1、同時配置可能人数+1","","No89"
"","","is2_phantom","IS#2 ファントムと緋き貴石","90","90","","is2_phantom_relic_090","ドールハウス","No.045〜092 闘争の爪牙","8","","初期配置コスト+10","","No90"
"","","is2_phantom","IS#2 ファントムと緋き貴石","91","91","","is2_phantom_relic_091","舞台の縮尺模型","No.045〜092 闘争の爪牙","12","","初期配置コスト+20","","No91"
"","","is2_phantom","IS#2 ファントムと緋き貴石","92","92","","is2_phantom_relic_092","パスエール城の模型","No.045〜092 闘争の爪牙","-","","初期配置コスト+30","","No92"
"","","is2_phantom","IS#2 ファントムと緋き貴石","93","93","","is2_phantom_relic_093","鈍爪・突破","No.093〜139 専門工具","8","","【先鋒】全員の配置コスト-2、最大HP+60%","","No93"
"","","is2_phantom","IS#2 ファントムと緋き貴石","94","94","","is2_phantom_relic_094","鈍爪・爆発","No.093〜139 専門工具","8","","【先鋒】全員のストックSP+15","","No94"
"","","is2_phantom","IS#2 ファントムと緋き貴石","95","95","","is2_phantom_relic_095","鈍爪・熟練","No.093〜139 専門工具","12","","【先鋒】全員のスキル発動必要SP-35%","","No95"
"","","is2_phantom","IS#2 ファントムと緋き貴石","96","96","","is2_phantom_relic_096","鈍爪・奮起","No.093〜139 専門工具","12","","【先鋒】全員の再配置時間-50%","","No96"
"","","is2_phantom","IS#2 ファントムと緋き貴石","97","97","","is2_phantom_relic_097","鈍爪・百戦","No.093〜139 専門工具","16","","【先鋒】全員の攻撃力+50%、防御力+50%","","No97"
"","","is2_phantom","IS#2 ファントムと緋き貴石","98","98","","is2_phantom_relic_098","折戟・突破","No.093〜139 専門工具","8","","【前衛】全員の配置コスト-3、最大HP+40%","","No98"
"","","is2_phantom","IS#2 ファントムと緋き貴石","99","99","","is2_phantom_relic_099","折戟・鋒刃","No.093〜139 専門工具","8","","【前衛】全員の攻撃力+25%","","No99"
"","","is2_phantom","IS#2 ファントムと緋き貴石","100","100","","is2_phantom_relic_100","折戟・血潮","No.093〜139 専門工具","12","","【前衛】が攻撃後SP+2","","No100"
"","","is2_phantom","IS#2 ファントムと緋き貴石","101","101","","is2_phantom_relic_101","折戟・万夫不当","No.093〜139 専門工具","12","","【前衛】全員のブロック数+1","","No101"
"","","is2_phantom","IS#2 ファントムと緋き貴石","102","102","","is2_phantom_relic_102","折戟・背水の陣","No.093〜139 専門工具","16","","【前衛】全員の防御力-40%。代わりに攻撃力+40%、攻撃速度+30","","No102"
"","","is2_phantom","IS#2 ファントムと緋き貴石","103","103","","is2_phantom_relic_103","鉄衛・突破","No.093〜139 専門工具","8","","【重装】全員の配置コスト-3、最大HP+40%","","No103"
"","","is2_phantom","IS#2 ファントムと緋き貴石","104","104","","is2_phantom_relic_104","鉄衛・侵略","No.093〜139 専門工具","8","","【重装】全員の攻撃力+60%","","No104"
"","","is2_phantom","IS#2 ファントムと緋き貴石","105","105","","is2_phantom_relic_105","鉄衛・不動","No.093〜139 専門工具","12","","【重装】全員の防御力+25%、最大HP+50%","","No105"
"","","is2_phantom","IS#2 ファントムと緋き貴石","106","106","","is2_phantom_relic_106","鉄衛・推進","No.093〜139 専門工具","12","","【重装】全員のブロック数-1（配置時1未満にはならない）。代わりに攻撃力+40%、攻撃速度+40","","No106"
"","","is2_phantom","IS#2 ファントムと緋き貴石","107","107","","is2_phantom_relic_107","鉄衛・無鋒","No.093〜139 専門工具","16","","【重装】がダメージを受ける度に、SP+2","","No107"
"","","is2_phantom","IS#2 ファントムと緋き貴石","108","108","","is2_phantom_relic_108","残弩・突破","No.093〜139 専門工具","8","","【狙撃】全員の配置コスト-2、最大HP+60%","","No108"
"","","is2_phantom","IS#2 ファントムと緋き貴石","109","109","","is2_phantom_relic_109","残弩・百歩穿楊","No.093〜139 専門工具","8","","【狙撃】全員の攻撃力+20%","","No109"
"","","is2_phantom","IS#2 ファントムと緋き貴石","110","110","","is2_phantom_relic_110","残弩・常在戦場","No.093〜139 専門工具","12","","【狙撃】全員のSPの自然回復速度+0.5sp/s","","No110"
"","","is2_phantom","IS#2 ファントムと緋き貴石","111","111","","is2_phantom_relic_111","残弩・十字砲火","No.093〜139 専門工具","12","","【狙撃】全員の最大HP-40%。代わりに攻撃力+40%","","No111"
"","","is2_phantom","IS#2 ファントムと緋き貴石","112","112","","is2_phantom_relic_112","残弩・神速","No.093〜139 専門工具","16","","【狙撃】全員の攻撃速度+70","","No112"
"","","is2_phantom","IS#2 ファントムと緋き貴石","113","113","","is2_phantom_relic_113","断杖・突破","No.093〜139 専門工具","8","","【術師】全員の配置コスト-3、最大HP+60%","","No113"
"","","is2_phantom","IS#2 ファントムと緋き貴石","114","114","","is2_phantom_relic_114","断杖・術を織り成す者","No.093〜139 専門工具","8","","【術師】全員の攻撃力+25%","","No114"
"","","is2_phantom","IS#2 ファントムと緋き貴石","115","115","","is2_phantom_relic_115","断杖・詠唱","No.093〜139 専門工具","12","","【術師】全員の攻撃速度+40","","No115"
"","","is2_phantom","IS#2 ファントムと緋き貴石","116","116","","is2_phantom_relic_116","断杖・凝念","No.093〜139 専門工具","12","","【術師】全員のSPの自然回復速度+0.4/s","","No116"
"","","is2_phantom","IS#2 ファントムと緋き貴石","117","117","","is2_phantom_relic_117","断杖・苦難巫呪","No.093〜139 専門工具","16","","【術師】全員の最大HP-40%。代わりに術の与ダメージ+70%","","No117"
"","","is2_phantom","IS#2 ファントムと緋き貴石","118","118","","is2_phantom_relic_118","支柱・突破","No.093〜139 専門工具","8","","【補助】全員の配置コスト-2、最大HP+60%","","No118"
"","","is2_phantom","IS#2 ファントムと緋き貴石","119","119","","is2_phantom_relic_119","支柱・副戦場","No.093〜139 専門工具","8","","【補助】全員の【召喚ユニット】攻撃力+50%","","No119"
"","","is2_phantom","IS#2 ファントムと緋き貴石","120","120","","is2_phantom_relic_120","支柱・勤勉","No.093〜139 専門工具","12","","【補助】全員のスキル発動必要SP-40%","","No120"
"","","is2_phantom","IS#2 ファントムと緋き貴石","121","121","","is2_phantom_relic_121","支柱・破刃","No.093〜139 専門工具","12","","【補助】全員の攻撃範囲内の敵の攻撃力-15%","","No121"
"","","is2_phantom","IS#2 ファントムと緋き貴石","122","122","","is2_phantom_relic_122","支柱・蝕術","No.093〜139 専門工具","16","","【補助】全員の攻撃範囲内の敵の防御力-20%、術耐性-20%","","No122"
"","","is2_phantom","IS#2 ファントムと緋き貴石","123","123","","is2_phantom_relic_123","医者・突破","No.093〜139 専門工具","8","","【医療】全員の配置コスト-2、最大HP+60%","","No123"
"","","is2_phantom","IS#2 ファントムと緋き貴石","124","124","","is2_phantom_relic_124","医者・自救","No.093〜139 専門工具","8","","【医療】全員のSPの自然回復速度+0.3sp/s","","No124"
"","","is2_phantom","IS#2 ファントムと緋き貴石","125","125","","is2_phantom_relic_125","医者・強力試薬","No.093〜139 専門工具","12","","【医療】全員の攻撃力+40%","","No125"
"","","is2_phantom","IS#2 ファントムと緋き貴石","126","126","","is2_phantom_relic_126","医者・妙手","No.093〜139 専門工具","12","","【医療】全員の攻撃速度+50","","No126"
"","","is2_phantom","IS#2 ファントムと緋き貴石","127","127","","is2_phantom_relic_127","医者・理智錠剤","No.093〜139 専門工具","12","","【医療】全員の攻撃範囲内の味方がレジスト状態になる","","No127"
"","","is2_phantom","IS#2 ファントムと緋き貴石","128","128","","is2_phantom_relic_128","錆刃・突破","No.093〜139 専門工具","8","","【特殊】全員の配置コスト-2、最大HP+60%","","No128"
"","","is2_phantom","IS#2 ファントムと緋き貴石","129","129","","is2_phantom_relic_129","錆刃・処刑","No.093〜139 専門工具","8","","【特殊】全員の攻撃速度+30","","No129"
"","","is2_phantom","IS#2 ファントムと緋き貴石","130","130","","is2_phantom_relic_130","錆刃・単騎","No.093〜139 専門工具","12","","【特殊】全員の攻撃力+40%、防御力+40%","","No130"
"","","is2_phantom","IS#2 ファントムと緋き貴石","131","131","","is2_phantom_relic_131","錆刃・傍若無人","No.093〜139 専門工具","12","","【特殊】全員の再配置時間-35%","","No131"
"","","is2_phantom","IS#2 ファントムと緋き貴石","132","132","","is2_phantom_relic_132","錆刃・神力","No.093〜139 専門工具","16","","【特殊】全員の力加減が2ランク上昇","","No132"
"","","is2_phantom","IS#2 ファントムと緋き貴石","133","133","","is2_phantom_relic_133","荊棘の手","No.093〜139 専門工具","16","","【重盾衛士】・【術技衛士】・【決闘者】は自身がブロックしている敵に1秒ごとに自身の防御力の100%の術ダメージを与える","","No133"
"","","is2_phantom","IS#2 ファントムと緋き貴石","134","134","","is2_phantom_relic_134","絞首の手","No.093〜139 専門工具","16","","【精密射手】・【戦術射手】・【破城射手】の攻撃時、一撃でHPが最大値の30%以下の敵を撃破できる（敵【ボス】を除く）","","No134"
"","","is2_phantom","IS#2 ファントムと緋き貴石","135","135","","is2_phantom_relic_135","藻掻く手","No.093〜139 専門工具","16","","【緩速師】・【呪詛師】・【祈祷師】の攻撃時、追加で攻撃対象のHPの3%の術ダメージを与える","","No135"
"","","is2_phantom","IS#2 ファントムと緋き貴石","136","136","","is2_phantom_relic_136","拡散の手","No.093〜139 専門工具","16","","【拡散術師】・【連鎖術師】・【爆撃術師】がダメージを与えた時、攻撃対象1体につきSP+2","","No136"
"","","is2_phantom","IS#2 ファントムと緋き貴石","137","137","","is2_phantom_relic_137","引き裂く手","No.093〜139 専門工具","16","","【勇士】・【剣豪】・【教官】の攻撃時、敵の防御力を70%無視して攻撃","","No137"
"","","is2_phantom","IS#2 ファントムと緋き貴石","138","138","","is2_phantom_relic_138","敏速の手","No.093〜139 専門工具","16","","【執行者】・【潜伏者】・【傀儡師】の周囲8マスに味方がいない時、攻撃速度+100","","No138"
"","","is2_phantom","IS#2 ファントムと緋き貴石","139","139","","is2_phantom_relic_139","貯蓄の手","No.093〜139 専門工具","16","","【突撃兵】・【先駆兵】・【戦術家】の配置コスト-12、かつ敵を倒す度所持コスト+6","","No139"
"","","is2_phantom","IS#2 ファントムと緋き貴石","140","140","","is2_phantom_relic_140","青いスカーフ","No.140〜176 巧者の利器","8","","希望+2、編成上限+1","","No140"
"","","is2_phantom","IS#2 ファントムと緋き貴石","141","141","","is2_phantom_relic_141","赤い蝶リボン","No.140〜176 巧者の利器","8","","希望+2、同時配置可能人数+1","","No141"
"","","is2_phantom","IS#2 ファントムと緋き貴石","142","142","","is2_phantom_relic_142","奇怪なフルート","No.140〜176 巧者の利器","12","","希望+4、編成上限+1","","No142"
"","","is2_phantom","IS#2 ファントムと緋き貴石","143","143","","is2_phantom_relic_143","ガラスの小鳥","No.140〜176 巧者の利器","12","","希望+4、編成上限+1","","No143"
"","","is2_phantom","IS#2 ファントムと緋き貴石","144","144","","is2_phantom_relic_144","独奏のオルゴール","No.140〜176 巧者の利器","12","","希望+4、同時配置可能人数+1","","No144"
"","","is2_phantom","IS#2 ファントムと緋き貴石","145","145","","is2_phantom_relic_145","源石のアイリス","No.140〜176 巧者の利器","16","","希望+6、編成上限+2","","No145"
